feature.name	chr	start	end	pvalue	qvalue	meth.diff	dist.to.feature	ensembl_gene_id	mgi_symbol	entrezgene_description
ENSMUST00000149237.1	chr9	54305001	54306000	2.94046216779961e-25	1.69333796502317e-21	-32.7778767896394	-3432	ENSMUSG00000074343	Gldnos	gliomedin, opposite strand
ENSMUST00000149439.1	chr9	74264001	74265000	1.97315185897774e-15	3.39074660634584e-12	-34.0893424570016	-9134	ENSMUSG00000044976	Wdr72	WD repeat domain 72
ENSMUST00000149930.2	chr2	36236001	36237000	8.16946402885743e-10	5.62575128402997e-07	27.8906459394264	0	ENSMUSG00000047250	Ptgs1	prostaglandin-endoperoxide synthase 1
ENSMUST00000150712.1	chr11	113173001	113174000	1.40123335845319e-82	1.62628425051901e-77	-29.8366007396063	0	ENSMUSG00000087259	2610035D17Rik	RIKEN cDNA 2610035D17 gene
ENSMUST00000151004.1	chr1	16093001	16094000	4.15014476879347e-39	8.10677684554254e-35	32.1861522947197	0	ENSMUSG00000067795	4930444P10Rik	RIKEN cDNA 4930444P10 gene
ENSMUST00000151933.1	chr7	12479001	12480000	1.19679240241263e-09	8.01113872867804e-07	-26.7091454272864	640	ENSMUSG00000030386	Zfp606	zinc finger protein 606
ENSMUST00000153312.1	chr2	104096001	104097000	6.33301123497596e-36	9.01433583356032e-32	26.8190408072394	163	ENSMUSG00000032679	Cd59a	CD59a antigen
ENSMUST00000154090.7	chr9	44768001	44769000	3.26781200923882e-62	1.82609194590861e-57	-42.6848370927318	95	ENSMUSG00000002031	Ift46	intraflagellar transport 46
ENSMUST00000155025.7	chr11	100440001	100441000	2.33235137719219e-32	2.56863710944994e-28	35.8006535947712	0	ENSMUSG00000017176	Nt5c3b	5'-nucleotidase, cytosolic IIIB
ENSMUST00000156307.1	chrX	71381001	71382000	6.62355284502138e-18	1.60926937330035e-14	-38.2619974059663	-9188	ENSMUSG00000015214	Mtmr1	myotubularin related protein 1
ENSMUST00000156612.1	chr9	46244001	46245000	3.89096186180952e-16	7.37519057421385e-13	-27.5649941157591	-473	ENSMUSG00000074373	Gm10680	
ENSMUST00000157208.1	chr11	17465001	17466000	1.03857574744097e-12	1.19163092299289e-09	28.5900460622402	-82286	ENSMUSG00000087833	Gm23959	
ENSMUST00000157925.1	chr9	60442001	60443000	1.16324386677726e-20	3.91761810489571e-17	-37.2545972545973	22140	ENSMUSG00000088550	Gm22099	
ENSMUST00000157980.1	chr9	35497001	35498000	1.16318848350958e-24	6.05175637644215e-21	-33.2096474953618	5696	ENSMUSG00000088605	Gm24188	
ENSMUST00000158083.1	chr9	50912001	50913000	1.49923395761711e-14	2.27568615170974e-11	-36.5084274006495	24053	ENSMUSG00000088708	Gm25558	
ENSMUST00000158118.1	chr9	62000001	62001000	4.09255969435511e-36	6.11368403132336e-32	-43.1207361681125	-19594	ENSMUSG00000088743	Gm23221	
ENSMUST00000158185.1	chr9	68266001	68267000	1.75958129600592e-14	2.63377181275232e-11	-25.7070707070707	-13574	ENSMUSG00000088810	Gm22382	
ENSMUST00000158361.1	chr9	62242001	62243000	7.51171430910033e-16	1.37543854626471e-12	-37.7833472570315	0	ENSMUSG00000088986	Gm25603	
ENSMUST00000158825.1	chr9	67001001	67002000	1.93115056358567e-11	1.81652388189605e-08	-32.7735716172198	-19817	ENSMUSG00000089450	Gm24225	
ENSMUST00000158840.1	chr9	34952001	34953000	7.96191278392931e-18	1.90983615714361e-14	-40.9928170115924	-7019	ENSMUSG00000089465	Gm23702	
ENSMUST00000159200.1	chr6	29178001	29179000	6.14393493156878e-14	8.53583719209217e-11	-32.8946614732501	585	ENSMUSG00000079654	Prrt4	proline-rich transmembrane protein 4
ENSMUST00000159385.7	chr9	44276001	44277000	8.43766817811553e-23	3.55605734868062e-19	-35.679576443284	1615	ENSMUSG00000032131	Abcg4	ATP binding cassette subfamily G member 4
ENSMUST00000159603.1	chr9	42360001	42361000	1.80895072755588e-41	4.19896951559379e-37	-38.5831193838254	-16008	ENSMUSG00000037705	Tecta	tectorin alpha
ENSMUST00000159878.1	chr9	65721001	65722000	5.01484931395405e-22	1.95009380641595e-18	-28.8993135011442	-19858	ENSMUSG00000040524	Zfp609	zinc finger protein 609
ENSMUST00000160469.7	chr9	45898001	45899000	3.51064207614347e-25	1.97642846614826e-21	-31.0923080394413	0	ENSMUSG00000042790	Rnf214	ring finger protein 214
ENSMUST00000160758.7	chr14	103332001	103333000	5.7091681806178e-30	5.12734919239207e-26	26.2321570921437	13419	ENSMUSG00000033004	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase
ENSMUST00000162391.1	chr6	148104001	148105000	7.88832636918519e-18	1.8951979048941e-14	-27.0637674699946	-36129	ENSMUSG00000089948	Far2os1	
ENSMUST00000162435.7	chr1	16520001	16521000	2.32804977636895e-26	1.46355942479795e-22	-26.0095879147679	0	ENSMUSG00000025920	Stau2	staufen double-stranded RNA binding protein 2
ENSMUST00000162442.1	chr9	50788001	50789000	7.25343948332067e-28	5.3910988467885e-24	-27.8651642908458	11894	ENSMUSG00000032059	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)
ENSMUST00000163085.7	chr10	7661001	7662000	4.34226854162897e-07	0.000139632982842864	28.6391571553995	1262	ENSMUSG00000019795	Pcmt1	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1
ENSMUST00000165028.7	chr10	79555001	79556000	1.25876712689197e-25	7.53657790101023e-22	-28.1819423667034	0	ENSMUSG00000042570	Mier2	MIER family member 2
ENSMUST00000167662.7	chr17	26560001	26561000	1.45346850091627e-15	2.55592247661767e-12	-28.3636363636364	-489	ENSMUSG00000001576	Ergic1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1
ENSMUST00000168499.8	chr9	44271001	44272000	4.36410925584518e-40	9.01990773622484e-36	-32.660694973433	-2403	ENSMUSG00000032109	Nlrx1	NLR family member X1
ENSMUST00000168682.1	chr9	63563001	63564000	7.79843490401953e-33	8.91379949182779e-29	-28.2076505906012	31651	ENSMUSG00000086539	Gm16759	
ENSMUST00000169609.1	chr9	42245001	42246000	4.5175323432067e-13	5.5101181545865e-10	-25.0067469099153	18201	ENSMUSG00000032018	Sc5d	sterol-C5-desaturase
ENSMUST00000170133.7	chr9	57781001	57782000	6.33736963414004e-14	8.76422722353918e-11	-26.7782426778243	3138	ENSMUSG00000091908	Gm17231	
ENSMUST00000171071.8	chr18	82695001	82696000	1.72065130885096e-49	6.49026184600097e-45	41.2130920741253	-2119	ENSMUSG00000041258	Zfp236	zinc finger protein 236
ENSMUST00000171632.1	chr9	59445001	59446000	2.00559946452552e-10	1.56626925695446e-07	-25.6704659738518	26234	ENSMUSG00000090516	Rps11-ps1	
ENSMUST00000171654.7	chr9	60497001	60498000	1.5556224154172e-13	2.03565523205136e-10	-26.0659136293654	0	ENSMUSG00000032289	Thsd4	thrombospondin, type I, domain containing 4
ENSMUST00000171799.3	chr9	45194001	45195000	9.21955234925033e-18	2.19406716147246e-14	-29.9726589200273	-766	ENSMUSG00000091996	BC049352	cDNA sequence BC049352
ENSMUST00000171900.1	chr9	54964001	54965000	4.04134148958e-49	1.48720567309962e-44	-51.5608678783538	12899	ENSMUSG00000032301	Psma4	proteasome (prosome, macropain) subunit, alpha type 4
ENSMUST00000171977.7	chr9	71562001	71563000	3.90869330500592e-14	5.5899571135045e-11	-26.9842931937173	16886	ENSMUSG00000041361	Myzap	myocardial zonula adherens protein
ENSMUST00000172035.7	chr11	58167001	58168000	2.60073815649018e-09	1.61946868990352e-06	28.1223083548665	540	ENSMUSG00000037275	Gemin5	gem nuclear organelle associated protein 5
ENSMUST00000173705.7	chr7	141984001	141985000	2.24623003291281e-10	1.73978113667222e-07	-29.4488007380074	0	ENSMUSG00000053046	Brsk2	BR serine/threonine kinase 2
ENSMUST00000175029.1	chr9	41547001	41548000	2.15843007180308e-47	6.51324357014072e-43	-36.0127580964843	10287	ENSMUSG00000092770	Mirlet7a-2	microRNA let7a-2
ENSMUST00000175301.1	chr9	69457001	69458000	6.77785699897409e-17	1.42230537748274e-13	25.3953488372093	59	ENSMUSG00000093042	Mir3109	microRNA 3109
ENSMUST00000175938.8	chr9	36984001	36985000	2.13069654379008e-65	1.33949069289753e-60	-62.9021579943425	2273	ENSMUSG00000035934	Pknox2	Pbx/knotted 1 homeobox 2
ENSMUST00000176002.1	chr9	70333001	70334000	3.44663510470695e-22	1.36489634906603e-18	-31.1866180019735	71754	ENSMUSG00000093763	Mir5626	microRNA 5626
ENSMUST00000176171.8	chr13	119487001	119488000	6.21558455267599e-39	1.17225294472258e-34	-32.6077113901126	-39	ENSMUSG00000074634	Tmem267	transmembrane protein 267
ENSMUST00000176318.1	chr9	45242001	45243000	3.27074163893387e-07	0.000109744358238055	-25.4467754467754	-18055	ENSMUSG00000093722	Gm20612	
ENSMUST00000176450.1	chr9	64043001	64044000	4.19095965857809e-39	8.10677684554254e-35	-31.1363141890012	-1537	ENSMUSG00000093616	1700055C04Rik	RIKEN cDNA 1700055C04 gene
ENSMUST00000176663.7	chr9	50960001	50961000	7.63241219542649e-15	1.2121094593593e-11	-28.7018394801867	47937	ENSMUSG00000037112	Sik2	salt inducible kinase 2
ENSMUST00000176916.7	chr9	58624001	58625000	5.04466750730139e-11	4.37434104434349e-08	-30.5438979352023	-4105	ENSMUSG00000032336	Nptn	neuroplastin
ENSMUST00000177528.1	chr9	58706001	58707000	4.21983457093303e-40	8.84285024038428e-36	-34.6666666666667	-9991	ENSMUSG00000093473	Gm20620	
ENSMUST00000178509.2	chr9	44461001	44462000	4.42690158598505e-19	1.25080022581341e-15	-27.4966467503963	-2243	ENSMUSG00000094437	Gm9830	
ENSMUST00000178969.7	chr17	24942001	24943000	8.5566117878027e-09	4.68416782173438e-06	27.0581369609402	-5025	ENSMUSG00000024163	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3
ENSMUST00000179241.1	chr9	42313001	42314000	5.38181417609671e-49	1.88838083172139e-44	-32.9506776194933	3682	ENSMUSG00000096114	Gm26272	
ENSMUST00000179911.1	chr9	45594001	45595000	9.72137685089868e-19	2.5868667621637e-15	-29.5620142076835	39813	ENSMUSG00000096202	Gm22069	
ENSMUST00000180021.1	chr9	50584001	50585000	4.26336117854618e-13	5.22120516687846e-10	-25.2533983451537	8730	ENSMUSG00000039217	Il18	interleukin 18
ENSMUST00000180384.2	chr9	41017001	41018000	5.68770703548576e-41	1.280830782316e-36	-27.0362846152565	-12374	ENSMUSG00000032021	Crtam	cytotoxic and regulatory T cell molecule
ENSMUST00000180414.1	chr1	22695001	22696000	5.13956207106468e-08	2.22767295755914e-05	-27.9431974347229	-44764	ENSMUSG00000097642	Gm26866	
ENSMUST00000180561.1	chr9	70177001	70178000	4.82468956451508e-24	2.36345859784001e-20	-27.4959030731555	19549	ENSMUSG00000097720	Gm26849	
ENSMUST00000181129.1	chr9	34634001	34635000	2.03244841610055e-09	1.29335372619046e-06	-27.7337909057482	-44698	ENSMUSG00000097355	Gm26662	
ENSMUST00000181289.1	chr9	57974001	57975000	1.06133316507963e-21	4.03357901985118e-18	-37.2010554444463	-23041	ENSMUSG00000097604	Gm17322	
ENSMUST00000181617.1	chr9	40519001	40520000	5.05522982875656e-16	9.48667880857845e-13	-28.3417999848358	-11155	ENSMUSG00000097205	Gm17540	
ENSMUST00000181743.1	chr19	10416001	10417000	2.56556286095037e-20	8.30665329406973e-17	-26.5570668243643	-24267	ENSMUSG00000097862	Gm26859	
ENSMUST00000182663.2	chr9	33685001	33686000	9.06156940440347e-19	2.43708064491403e-15	-35.0921624967349	-42247	ENSMUSG00000079884	Gm10698	
ENSMUST00000182674.1	chr18	45024001	45025000	6.44231146547408e-13	7.64159377736101e-10	-30.2557390253725	65315	ENSMUSG00000098244	Gm26928	
ENSMUST00000183325.1	chr9	41659001	41660000	3.22879342624164e-25	1.8383310688344e-21	-29.1321054478949	4700	ENSMUSG00000098093	Gm8707	
ENSMUST00000183362.1	chr9	76317001	76318000	2.82415943758787e-14	4.11300082274285e-11	-32.7188940092166	-1577	ENSMUSG00000098894	Gm27234	
ENSMUST00000183369.1	chr9	72608001	72609000	1.64803061143359e-09	1.07224459645175e-06	-25.7498026835043	-805	ENSMUSG00000098275	Gm18014	
ENSMUST00000183572.7	chr9	77489001	77490000	8.68099066683669e-32	8.79047537291501e-28	-27.9147371559177	42445	ENSMUSG00000032352	Lrrc1	leucine rich repeat containing 1
ENSMUST00000183616.1	chr9	32733001	32734000	1.87014059346163e-15	3.22843587928692e-12	-28.7833899951433	-21831	ENSMUSG00000098843	Gm27240	
ENSMUST00000183748.1	chr9	73160001	73161000	1.70305072358243e-21	6.26719297099397e-18	-29.9660441426146	14742	ENSMUSG00000066478	Gm5745	
ENSMUST00000183813.1	chr9	76930001	76931000	2.1241330335038e-18	5.45046716304675e-15	-33.7668666296987	-58782	ENSMUSG00000098333	Gm27158	
ENSMUST00000183878.1	chr9	77412001	77413000	1.6376291597161e-19	4.8164553473442e-16	-26.9729585329703	-12584	ENSMUSG00000099170	5730403I07Rik	RIKEN cDNA 5730403I07 gene
ENSMUST00000183951.1	chr9	33925001	33926000	4.03734021163497e-12	4.19814346243956e-09	-30.3834015980662	-5644	ENSMUSG00000099256	Gm27165	
ENSMUST00000183960.1	chr9	34251001	34252000	3.07009370682221e-15	5.12404035728118e-12	-26.0396697497155	50775	ENSMUSG00000098909	Gm27161	
ENSMUST00000184029.1	chr9	71920001	71921000	3.49444912373964e-08	1.60255212584598e-05	-26.3914424201905	1711	ENSMUSG00000032228	Tcf12	transcription factor 12
ENSMUST00000184030.1	chr9	74679001	74680000	5.42415955270281e-11	4.65789865518338e-08	-27.9893281591074	-29262	ENSMUSG00000098272	Gm27233	
ENSMUST00000184040.1	chr9	76891001	76892000	2.25242507529333e-11	2.07728648162135e-08	-28.6566504639859	-21519	ENSMUSG00000098888	Gm18486	
ENSMUST00000184135.1	chr9	71907001	71908000	3.60570470583938e-13	4.46741267626492e-10	-30.7744565217391	-843	ENSMUSG00000098761	Gm18821	
ENSMUST00000184229.1	chr9	34009001	34010000	1.13577134700474e-48	3.89464226362084e-44	-33.0641243623998	-32369	ENSMUSG00000098758	7630403G23Rik	RIKEN cDNA 7630403G23 gene
ENSMUST00000184263.1	chr9	77282001	77283000	1.23596935003732e-17	2.89119462054509e-14	-28.9143146369727	12240	ENSMUSG00000098668	Gm27210	
ENSMUST00000184322.7	chr9	77199001	77200000	4.54447086978409e-63	2.74266431504883e-58	-57.2622027967192	51830	ENSMUSG00000032355	Mlip	muscular LMNA-interacting protein
ENSMUST00000184385.1	chr9	76668001	76669000	3.42769002938103e-13	4.25801609204782e-10	-30.4209130831055	9928	ENSMUSG00000098924	Gm27245	
ENSMUST00000184476.1	chr9	33087001	33088000	3.58685671245917e-11	3.20415649163118e-08	-29.3826592255912	55212	ENSMUSG00000098519	Gm27166	predicted gene 27166
ENSMUST00000184633.1	chr9	36810001	36811000	3.67123689879818e-09	2.20364509658261e-06	-26.0086888715606	2875	ENSMUSG00000098985	Gm27219	
ENSMUST00000184666.7	chr9	74011001	74012000	4.51083413724161e-43	1.15354406074462e-38	-45.4249682202057	-42036	ENSMUSG00000062151	Unc13c	unc-13 homolog C
ENSMUST00000184700.1	chr9	72132001	72133000	2.7905147864e-30	2.56725980216148e-26	-28.3244529462415	3416	ENSMUSG00000099253	Gm7863	
ENSMUST00000184873.2	chr9	36020001	36021000	1.00993910218249e-17	2.39966602463728e-14	-30.3053720341718	-8444	ENSMUSG00000099201	Gm27187	
ENSMUST00000185378.1	chr9	56238001	56239000	5.02981194787071e-21	1.76486964408925e-17	-28.9835095669688	1752	ENSMUSG00000099543	Gm29322	
ENSMUST00000185484.1	chr1	100232001	100233000	2.28940505718452e-12	2.47438093170574e-09	-28.9855072463768	-19629	ENSMUSG00000067028	Cntnap5b	contactin associated protein-like 5B
ENSMUST00000185873.1	chr9	62149001	62150000	4.68873314988104e-17	1.00345000648297e-13	-33.9911040747861	-26347	ENSMUSG00000032252	Glce	glucuronyl C5-epimerase
ENSMUST00000186205.1	chr9	67785001	67786000	1.1243025514228e-12	1.2812224850784e-09	-29.9582868506572	-24772	ENSMUSG00000055125	M5C1000I18Rik	RIKEN cDNA M5C1000I18 gene
ENSMUST00000186275.1	chr9	97201001	97202000	4.05940289689589e-22	1.5949984803564e-18	-39.0423693953106	8881	ENSMUSG00000101000	Gm5371	
ENSMUST00000186632.1	chr9	96025001	96026000	2.97781923927998e-18	7.51322661338282e-15	-30.5757868729187	-262	ENSMUSG00000101867	C78334	
ENSMUST00000186960.1	chr9	58767001	58768000	1.02472244768245e-13	1.38167374211408e-10	-27.202377764687	-23038	ENSMUSG00000074269	Rec114	REC114 meiotic recombination protein
ENSMUST00000186992.1	chr9	68190001	68191000	1.22557070297249e-17	2.87132163960366e-14	-31.2224434646565	-44029	ENSMUSG00000101345	Gm28195	
ENSMUST00000188658.1	chr9	35022001	35023000	7.05312117987808e-19	1.92784275861422e-15	-35.4187355180404	5551	ENSMUSG00000032036	Kirrel3	kirre like nephrin family adhesion molecule 3
ENSMUST00000189842.1	chr9	74491001	74492000	3.40363657797193e-32	3.66812804397828e-28	-31.8139576445358	69379	ENSMUSG00000101526	Gm28622	
ENSMUST00000190012.1	chr9	96274001	96275000	1.15464179638527e-32	1.29045494589496e-28	-27.6130153999006	-3901	ENSMUSG00000100382	Gm28924	
ENSMUST00000190053.1	chr9	60748001	60749000	3.19862954857233e-30	2.92488867784622e-26	-36.5849506298945	4883	ENSMUSG00000095956	1700036A12Rik	
ENSMUST00000190109.1	chr9	41386001	41387000	1.06130790540842e-20	3.59034250962755e-17	-33.8951096892139	9442	ENSMUSG00000074415	3110039I08Rik	RIKEN cDNA 3110039I08 gene
ENSMUST00000190579.1	chr9	97156001	97157000	1.03325715176533e-13	1.39193750867855e-10	-37.0025906735751	-22179	ENSMUSG00000101502	Rpl7a-ps10	
ENSMUST00000190941.1	chr9	50501001	50502000	1.1500550476566e-116	2.1689921596e-111	48.2969885773624	2806	ENSMUSG00000101304	Plet1os	placenta expressed transcript 1, opposite strand
ENSMUST00000191133.1	chr9	96315001	96316000	1.62415347033708e-13	2.11433095975439e-10	-32.2677999507268	4437	ENSMUSG00000032411	Tfdp2	transcription factor Dp 2
ENSMUST00000191517.1	chr14	23559001	23560000	6.50468733132404e-11	5.52602448494371e-08	28.6780905752754	-248	ENSMUSG00000100100	Gm29626	
ENSMUST00000192276.1	chr9	77316001	77317000	7.04311370939205e-14	9.65176461149216e-11	-33.0086505190311	-12927	ENSMUSG00000102783	Gm38254	
ENSMUST00000193707.1	chr9	35348001	35349000	1.38391142832743e-12	1.54898689762691e-09	-26.0839745734359	14114	ENSMUSG00000103259	2610105M22Rik	
ENSMUST00000193995.1	chr1	68625001	68626000	2.89805753923692e-27	1.99660534645387e-23	-30.3635343268691	14830	ENSMUSG00000104508	Gm37735	
ENSMUST00000193999.1	chr9	77359001	77360000	6.931658357085e-19	1.89808165258054e-15	-33.3470352481759	1651	ENSMUSG00000103794	4930590H14Rik	
ENSMUST00000194275.1	chr9	33167001	33168000	1.35817173485324e-15	2.39952985628187e-12	-28.6434108527132	-6312	ENSMUSG00000102712	Gm37758	
ENSMUST00000194479.1	chr9	32969001	32970000	3.7711633151991e-27	2.57461566590395e-23	-41.824355971897	-1037	ENSMUSG00000102184	Gm37192	
ENSMUST00000194758.1	chr9	76098001	76099000	7.40423775504076e-16	1.35740630233419e-12	-27.8354495538778	30554	ENSMUSG00000103354	Gm38083	
ENSMUST00000198407.1	chr9	110297001	110298000	1.3323042182503e-24	6.81413490857123e-21	32.6136563103388	-3065	ENSMUSG00000105484	Gm42775	
ENSMUST00000198621.1	chr5	144915001	144916000	9.45438834264896e-28	6.92461380863808e-24	37.6946975758268	-17008	ENSMUSG00000038780	Smurf1	SMAD specific E3 ubiquitin protein ligase 1
ENSMUST00000199005.1	chr5	44458001	44459000	1.22296950047042e-21	4.62457760067234e-18	-47.705069124424	-30410	ENSMUSG00000104800	Gm36017	
ENSMUST00000199241.1	chr13	19438001	19439000	2.85356217507923e-121	6.15061637742813e-116	-41.3897315867929	25203	ENSMUSG00000104959	Gm18131	
ENSMUST00000200158.1	chr5	16293001	16294000	4.62374048734608e-10	3.36854763091981e-07	29.8676419366075	-31985	ENSMUSG00000040118	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1
ENSMUST00000205489.1	chr9	66024001	66025000	3.62825339079317e-09	2.18098776369018e-06	-26.5394542772861	-11018	ENSMUSG00000032384	Csnk1g1	casein kinase 1, gamma 1
ENSMUST00000205767.1	chr7	116433001	116434000	8.12881019196837e-111	1.36274254266214e-105	49.5121000627919	9440	ENSMUSG00000030660	Pik3c2a	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ENSMUST00000206163.1	chr9	44142001	44143000	7.41475180107994e-12	7.45821158372914e-09	-29.1568868522037	3256	ENSMUSG00000034342	Cbl	Casitas B-lineage lymphoma
ENSMUST00000207561.1	chr7	143505001	143506000	2.80724696537917e-09	1.73020892625492e-06	26.2058823529412	-1852	ENSMUSG00000010760	Phlda2	pleckstrin homology like domain, family A, member 2
ENSMUST00000209197.1	chr8	43791001	43792000	6.35630983640669e-37	9.88695744787123e-33	-28.8762826998121	-12844	ENSMUSG00000109826	Gm45658	
ENSMUST00000210160.1	chr9	48414001	48415000	1.30690857896021e-13	1.73273555663838e-10	-33.2600732600733	-3321	ENSMUSG00000109675	Nxpe1-ps	
ENSMUST00000210433.1	chr9	51162001	51163000	1.47622293218675e-15	2.58689104096997e-12	-27.6746572148121	2518	ENSMUSG00000110266	Gm32742	predicted gene, 32742
ENSMUST00000211482.1	chr8	84184001	84185000	3.83848016995393e-20	1.22700587840833e-16	-25.2693639809685	218	ENSMUSG00000056155	Nanos3	nanos C2HC-type zinc finger 3
ENSMUST00000211733.1	chr5	113221001	113222000	1.08910534775418e-12	1.24839320183607e-09	-27.5555083221608	0	ENSMUSG00000051339	2900026A02Rik	RIKEN cDNA 2900026A02 gene
ENSMUST00000211893.1	chr9	37731001	37732000	9.66269893790818e-10	6.56711791995098e-07	-31.514392991239	0	ENSMUSG00000110526	Olfr151	olfactory receptor 151
ENSMUST00000212815.1	chr9	38209001	38210000	2.95111372074644e-18	7.47083296149488e-15	-33.5208174178762	0	ENSMUSG00000093901	Olfr893	olfactory receptor 893
ENSMUST00000212844.1	chr13	56429001	56430000	2.73713008132584e-13	3.45009161699099e-10	-27.6175063326766	2409	ENSMUSG00000110477	Gm3045	predicted gene 3045
ENSMUST00000213107.1	chr9	41226001	41227000	6.43699787573664e-41	1.42824855642742e-36	-36.6736183524505	-1882	ENSMUSG00000111308	Gm48710	
ENSMUST00000213168.1	chr9	67898001	67899000	9.23451814919854e-36	1.30214636273907e-31	-46.1857617334649	-54788	ENSMUSG00000035284	Vps13c	vacuolar protein sorting 13C
ENSMUST00000213173.1	chr9	51219001	51220000	2.15863382288503e-16	4.25186580032657e-13	-33.1537688442211	3270	ENSMUSG00000111862	Gm47828	
ENSMUST00000213341.1	chr9	42274001	42275000	9.35611874410705e-16	1.69059114641797e-12	-25.9027777777778	4879	ENSMUSG00000111074	Gm36435	predicted gene, 36435
ENSMUST00000213355.1	chr9	41830001	41831000	7.08080140896181e-11	5.98848415508666e-08	-26.0425246331717	14399	ENSMUSG00000110981	Gm35940	
ENSMUST00000213357.1	chr9	44549001	44550000	3.28510084543019e-16	6.28204500604197e-13	-30.9580705830291	6287	ENSMUSG00000047880	Cxcr5	chemokine (C-X-C motif) receptor 5
ENSMUST00000213368.1	chr9	37793001	37794000	5.21588826125043e-16	9.72767602215752e-13	-26.390458254865	-9031	ENSMUSG00000066750	Olfr876	olfactory receptor 876
ENSMUST00000213377.1	chr9	61332001	61333000	5.12934916846366e-16	9.58998812968644e-13	-25.4596910375883	-38193	ENSMUSG00000111658	B930092H01Rik	RIKEN cDNA B930092H01 gene
ENSMUST00000213424.1	chr9	75292001	75293000	2.06423139335993e-15	3.52717506578854e-12	-31.7825949844378	-2159	ENSMUSG00000033590	Myo5c	myosin VC
ENSMUST00000213467.1	chr9	51898001	51899000	1.00896373406597e-51	4.61307969133872e-47	-65.7363244630111	-15427	ENSMUSG00000111836	4933407I05Rik	RIKEN cDNA 4933407I05 gene
ENSMUST00000213473.1	chr9	44889001	44890000	1.56757002851668e-16	3.12402496156426e-13	-29.2400287459576	7253	ENSMUSG00000110773	Gm39326	
ENSMUST00000213494.1	chr9	44428001	44429000	1.24648885224583e-12	1.40665091238514e-09	-30.1113480217958	-4611	ENSMUSG00000111849	Gm47186	
ENSMUST00000213509.1	chr9	33415001	33416000	2.512455857106e-16	4.87872975340144e-13	-25.1669270074925	76015	ENSMUSG00000111878	Gm47777	
ENSMUST00000213520.1	chr9	40559001	40560000	4.82484165607706e-25	2.62804402738712e-21	-26.2072969646299	0	ENSMUSG00000111858	Gm48277	
ENSMUST00000213527.1	chr9	71046001	71047000	2.53686795662422e-10	1.94789099040039e-07	-29.0824534942182	-79842	ENSMUSG00000111618	Gm47268	
ENSMUST00000213541.1	chr9	44858001	44859000	2.03943635224858e-13	2.60991096367922e-10	-28.7251210328133	176	ENSMUSG00000111017	Gm48314	
ENSMUST00000213560.1	chr9	41559001	41560000	6.80321630294076e-16	1.25026036251324e-12	-30.455024699987	0	ENSMUSG00000111854	Gm48740	
ENSMUST00000213572.1	chr9	61698001	61699000	1.42574518397906e-14	2.17288158506061e-11	26.3022757059454	-64084	ENSMUSG00000111739	Gm47241	
ENSMUST00000213680.1	chr9	51105001	51106000	7.382307637489e-07	0.000218485011469712	-26.1521168977145	0	ENSMUSG00000032056	Btg4	B cell translocation gene 4
ENSMUST00000213821.1	chr9	48106001	48107000	3.05770144986117e-10	2.30556479070182e-07	-30.1751189391639	44431	ENSMUSG00000110924	Gm40518	
ENSMUST00000213963.1	chr9	44658001	44659000	2.45696945879064e-27	1.7322689676033e-23	-42.7046375412004	5717	ENSMUSG00000111326	Gm3953	
ENSMUST00000214004.1	chr9	63949001	63950000	1.89299465127784e-12	2.07567948805092e-09	-25.1587134748791	-11881	ENSMUSG00000111058	Gm36033	
ENSMUST00000214081.1	chr9	45021001	45022000	2.96769446088776e-11	2.69412354469792e-08	-27.0672248214725	-11375	ENSMUSG00000032093	Cd3e	CD3 antigen, epsilon polypeptide
ENSMUST00000214085.1	chr9	46488001	46489000	5.49305859126069e-14	7.68820245610906e-11	-35.172949863972	16074	ENSMUSG00000111115	Gm47144	
ENSMUST00000214227.1	chr9	47137001	47138000	2.70707321590537e-10	2.06805575229691e-07	-28.0838615309605	27895	ENSMUSG00000111669	Gm31698	
ENSMUST00000214230.1	chr9	35247001	35248000	2.78787169555604e-27	1.92950376216416e-23	-28.6843428560636	-2339	ENSMUSG00000050471	Fam118b	family with sequence similarity 118, member B
ENSMUST00000214235.1	chr9	60329001	60330000	9.71556847016453e-16	1.75134658348015e-12	-28.4845158044005	-4142	ENSMUSG00000111296	2010001M07Rik	
ENSMUST00000214294.1	chr9	41686001	41687000	9.78333465571767e-17	2.00013766596645e-13	-33.125127995085	-10948	ENSMUSG00000110727	Gm48784	
ENSMUST00000214313.1	chr9	45292001	45293000	2.79884752322168e-23	1.2605607287384e-19	-31.7568177713563	-8962	ENSMUSG00000111075	Gm47964	
ENSMUST00000214314.1	chr9	57935001	57936000	2.30627145033732e-26	1.45593458487237e-22	-39.276238989706	-4112	ENSMUSG00000038264	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
