gene	mean_KO	mean_WT	mean_dif	mean_pval	feature	location
Gnat1	0.8375	0.62	0.2175	0.00653185528576753	TSS	9:107678592:107680592
Gnb2	0.2675	0.4775	-0.21	0.00251585356507215	gene	5:137529128:137532229
Gpc3	0.795	0.48	0.315	0.0022019112195479	gene	20:52273426:52612974
Gpr123	0.7375	0.56	0.1775	0.00810152647013435	gene	7:139835173:139877088
Gpr137	0.4275	0.6325	-0.205	0.00347040625210954	gene	19:6939069:6941450
Gpr162	0.69	0.5025	0.1875	0.00372827995238804	gene	6:124859444:124862917
Gpr17	0.65	0.435	0.215	0.00293535506767682	TES	18:31941998:31943998
Gpr174	0.66	0.92	-0.26	3.10383383296524e-09	gene	20:107256877:107295769
Gpr179	0.8025	0.6425	0.16	0.000831926720330133	TES	11:97331108:97333108
Gpr37l1	0.6725	0.475	0.1975	0.000802558552027131	TSS	1:135166681:135168681
Gpr82	0.965	0.76	0.205	0.00999701061263418	gene	20:13662362:13666433
Gpr97	0.8875	0.68	0.2075	0.00103125151270177	TSS	8:95016691:95018691
Gprasp1	0.8025	0.585	0.2175	0.000372783310866242	TES	20:135802468:135804468
Gps1	0.0275000000000001	0.27	-0.2425	0.00677389199536648	TSS	11:120783271:120785271
Gria1	0.65	0.4625	0.1875	5.98109674415904e-08	gene	11:57012617:57329244
Grin2d	0.0125	0.245	-0.2325	0.00621830311907725	TSS	7:45865681:45867681
Grn	0.405	0.63	-0.225	0.00652465944815569	gene	11:102431321:102435809
Grrp1	0.35	0.0350000000000001	0.315	0.00310612243600328	TSS	4:134253106:134255106
Gtpbp1	0.9625	0.7325	0.23	0.00613967696448166	TES	15:79720479:79722479
Gucy2e	0.805	0.65	0.155	0.00353343007212778	gene	11:69219116:69236022
H2 D1	0	0.24	-0.24	0.00323358605326228	TSS	17:35262093:35264093
H2 DMa	0.7125	0.5375	0.175	0.00709169477839045	gene	17:34123831:34138101
H2 L	0.0375000000000001	0.2625	-0.225	0.000643869586888861	TSS	17:35262122:35264122
Hand1	0.7975	0.5775	0.22	0.0129951200937486	gene	11:57829712:57831147
Has1	0.6675	0.47	0.1975	0.000922046591138716	TES	17:17842325:17844325
Hbp1	0.31	0.5975	-0.2875	0.00712565497271492	TES	12:31925454:31927454
Hccs	0.2175	0.4925	-0.275	0.00877906860056284	TSS	20:169319343:169321343
Hcn3	0.6775	0.465	0.2125	4.78028734191732e-05	TES	3:89145774:89147774
Heca	0	0.18	-0.18	0.00305041097076641	TSS	10:17947067:17949067
Hepacam	0.565	0.3575	0.2075	0.000558884276756794	TSS	9:37366605:37368605
Hepacam2	0.815	0.605	0.21	0.00217880658876402	gene	6:3458088:3493498
Hfe2	0.81	0.6125	0.1975	0.00584458368023901	TES	3:96528216:96530216
Hhatl	0.6825	0.4175	0.265	0.00199892387732933	TSS	9:121791507:121793507
Hic1	0.345	0.15	0.195	1.38940297369905e-05	TES	11:75163564:75165564
Hif3a	0.615	0.34	0.275	0.000140076189186094	TES	7:17029992:17031992
Hmgb3	0.2425	0.45	-0.2075	1.53160791128933e-05	gene	20:71556916:71559673
Homer3	0.5925	0.395	0.1975	0.00902008181071655	TES	8:70293361:70295361
Hprt	0.8625	0.655	0.2075	0.00243724134661812	TES	20:53020660:53022660
Hps4	0.7725	0.595	0.1775	0.000549747841646977	TES	5:112377424:112379424
Hsd17b14	0.4775	0.665	-0.1875	0.00165509671114426	TSS	7:45553927:45555927
Hsd17b2	0.75	0.5375	0.2125	0.00450562597311302	TSS	8:117700945:117702945
Hsf4	0	0.17	-0.17	1.17175167732443e-07	TSS	8:105268800:105270800
Hspa12a	0.73	0.5375	0.1925	0.00576923793378731	TES	19:58794750:58796750
Htr5a	0.3675	0.6125	-0.245	0.000208439979552139	TSS	5:27840946:27842946
Icmt	0	0.17	-0.17	0.00679344184602327	TSS	4:152296213:152298213
Id4	0.63	0.4075	0.2225	0.00598249930200774	TES	13:48263036:48265036
Ids	1	0.8275	0.1725	1.48482491975906e-06	gene	20:70344069:70364085
Il13ra1	0.845	0.6175	0.2275	0.00585350286989554	gene	20:36113138:36170261
Il17rc	0.79	0.6	0.19	0.00853672755334337	TSS	6:113470454:113472454
Il34	0.8125	0.6375	0.175	0.000301432488787423	TES	8:110740828:110742828
Il3ra	0.1675	0.3625	-0.195	0.00163380178380486	TSS	14:14345494:14347494
Iqcb1	0.0450000000000002	0.245	-0.2	0.00304540197756055	TSS	16:36827399:36829399
Irf2bpl	0.01	0.18	-0.17	4.88192263590955e-05	gene	12:86881702:86883814
Irs4	0	0.19	-0.19	4.01279750442301e-05	gene	20:141711997:141724217
Irx3	0.4325	0.64	-0.2075	0.00792759236512696	TES	8:91797510:91799510
Islr2	0.1975	0	0.1975	1.53946075302725e-05	TES	9:58195296:58197296
Itch	0.9175	0.7375	0.18	0.000588797972119539	gene	2:155134480:155225855
Itpka	0.765	0.575	0.19	8.38327067772522e-05	TES	2:119750253:119752253
Itpripl2	0.4525	0.26	0.1925	2.76847729224122e-06	gene	7:118486111:118490975
Kcna7	0	0.1875	-0.1875	0.000517797506921776	TSS	7:45404959:45406959
Kcnb1	0.555	0.7775	-0.2225	6.1173575910487e-05	TSS	2:167187818:167189818
Kcnc1	0.69	0.4675	0.2225	0.00344224714518012	TES	7:46437704:46439704
Kcne1	0.815	0.6425	0.1725	0.000835761946282236	TES	16:92345000:92347000
Kcnh6	0.54	0.315	0.225	8.04520398014062e-05	TES	11:106033064:106035064
Kcnj14	0.6375	0.3275	0.31	3.02502026408266e-06	gene	7:45817466:45823747
Kctd2	0.81	0.6275	0.1825	0.00592720238201363	gene	11:115421125:115430274
Kdm6b	0.6475	0.815	-0.1675	1.40839385853358e-09	gene	11:69399517:69412675
Klf7	0.6375	0.445	0.1925	0.0022704846493347	TES	1:64034670:64036670
Kremen2	0.3225	0.5425	-0.22	0.00937828197978012	TES	17:23740198:23742198
Krt14	0.6925	0.5075	0.185	0.00731805240339425	TES	11:100202161:100204161
Krt20	0.4125	0.685	-0.2725	0.0104109126000272	TES	11:99427402:99429402
Krt8	0.7675	0.5625	0.205	1.09220885766938e-05	gene	15:101997710:102003342
Ldb1	0.7925	0.5	0.2925	1.60223969152709e-06	TES	19:46031600:46033600
Ldb3	0.79	0.5575	0.2325	1.22670052768904e-05	gene	14:34527698:34587607
Lep	0.8475	0.645	0.2025	2.28476563344678e-05	TSS	6:29059220:29061220
Lgals1	0.4175	0.2	0.2175	0.00133292436074126	TSS	15:78925724:78927724
Limk1	0	0.1925	-0.1925	0.00348336077459028	TSS	5:134687590:134689590
Lnx1	0.22	0.4	-0.18	0.00286597480659556	TSS	5:74676872:74678872
Lox	0.7675	0.59	0.1775	0.0025351208231875	gene	18:52517059:52528721
Loxl1	0.575	0.81	-0.235	0.000691603320188017	TES	9:58286722:58288722
Lpar6	0.465	0.2625	0.2025	0.019213897799322	TES	14:73239358:73241358
Lrfn2	1	0.8325	0.1675	0.000350387799067018	TES	17:49096590:49098590
Lrmp	0.5075	0.3275	0.18	0.00239887074547083	TES	6:145173928:145175928
Lrrc24	0.4525	0.2225	0.23	1.41004982569557e-05	gene	15:76716275:76721173
Lrrn1	0.675	0.4625	0.2125	0.00608846863928685	gene	6:107530725:107569228
Ltk	0.76	0.545	0.215	0.000168809291569874	TES	2:119750325:119752325
Lynx1	0.5925	0.4	0.1925	0.0129463178510929	gene	15:74748855:74751979
Lysmd2	0.835	0.6825	0.1525	7.18366751324678e-07	gene	9:75626731:75636773
Mad2l2	0.55	0.7675	-0.2175	0.000240640006870797	gene	4:148131919:148144704
Maff	0.69	0.89	-0.2	0.00157917677573477	gene	15:79347620:79358076
Mafg	0.66	0.46	0.2	0.000453127105948269	gene	11:120629350:120632547
Mafk	0.78	0.57	0.21	1.69495480417435e-05	gene	5:139792535:139801652
Magea2	1	0.82	0.18	0.00778605333936961	TSS	20:155032292:155034292
Maged1	0.64	0.845	-0.205	6.83051207639198e-07	gene	20:94536473:94541074
Magee1	0.375	0.6275	-0.2525	0.0146178005258756	gene	20:105121395:105122911
Man2a2	0.765	0.47	0.295	0.00732008579383311	TES	7:80348096:80350096
Map1b	0.8125	0.65	0.1625	1.97645286682002e-05	TES	13:99420463:99422463
Map3k6	0.68	0.4875	0.1925	1.57358025688311e-05	gene	4:133241817:133251928
Mapk7	0.84	0.6475	0.1925	0.000955102992346942	TES	11:61487811:61489811
Mapkapk5	0	0.175	-0.175	0.000735613172695185	TSS	5:121544892:121546892
Mbnl3	0	0.2	-0.2	0.00527232932575612	TSS	20:51204832:51206832
Mbp	0	0.2275	-0.2275	0.00178533768740815	TSS	18:82474122:82476122
Mc2r	0.7375	0.5425	0.195	0.00338320618513374	TSS	18:68426840:68428840
Meikin	0.9225	0.74	0.1825	0.00905738286439667	TES	11:54425790:54427790
Men1	0.375	0.6	-0.225	0.016286159338483	TES	19:6339894:6341894
Meox1	0.725	0.5225	0.2025	0.000777607851380732	gene	11:101878509:101893354
Mettl7a3	0.7875	0.56	0.2275	0.0168405125288246	TES	15:100339169:100341169
Mfap2	0.5775	0.335	0.2425	0.0014155791424366	gene	4:141011423:141014984
Mfsd10	0.6075	0.87	-0.2625	0.0105784106741799	TES	5:34632646:34634646
Mid1	0.2825	0.0649999999999999	0.2175	0.018251138958063	gene	20:169880618:169989797
Mid2	0.695	0.3825	0.3125	1.27118623246739e-05	gene	20:140679027:140766715
Midn	0.4125	0.61	-0.1975	4.09752417272945e-06	gene	10:80149289:80157367
Mip	0.64	0.835	-0.195	0.0011030207160267	TSS	10:128224837:128226837
Mmp15	0	0.185	-0.185	0.0023131729486182	TSS	8:95351336:95353336
Mmp25	0.0825	0.28	-0.1975	0.00120249559744971	TSS	17:23644269:23646269
Mnt	0.49	0.6925	-0.2025	2.40585060467075e-07	gene	11:74831923:74844725
Mpg	0.59	0.785	-0.195	3.07796812196623e-05	TES	11:32231702:32233702
Mrgprf	0.7575	0.5025	0.255	7.97605077058727e-05	TES	7:145308557:145310557
Mrpl18	0.8425	0.6725	0.17	0.000385052953188723	TES	17:12910354:12912354
Mst1	0.3825	0.1925	0.19	0.00773837117045656	gene	9:108081435:108084027
Mthfsl	0.79	0.4675	0.3225	1.82515937046714e-07	gene	9:88689604:88718798
Mtmr10	0.8175	0.6025	0.215	0.00115564700609377	TES	7:64339806:64341806
Muc1	0.7875	0.6125	0.175	6.4738474455387e-06	gene	3:89230055:89232381
Myh13	0.8675	0.6425	0.225	0.0108487878106821	TES	11:67370502:67372502
Myo1c	0.1225	0.325	-0.2025	0.0123453998199165	TSS	11:75651149:75653149
Myom3	0.7	0.485	0.215	0.00461888641787515	TSS	4:135758714:135760714
Naa20	0.505	0.1075	0.3975	0.000431996727206327	gene	2:145904240:145915425
Nacad	0.77	0.59	0.18	0.00366596496368848	TES	11:6596822:6598822
Nap1l2	0.46	0.25	0.21	0.0022720378695772	gene	20:103185058:103185664
Napa	0.6725	0.4925	0.18	1.00865619037299e-05	gene	7:16099642:16116975
Ncapd2	0.615	0.8175	-0.2025	0.00535547577952022	TES	6:125167006:125169006
Ncf1	0.74	0.5475	0.1925	3.51259375326716e-05	gene	5:134221258:134228625
Neat1	0.645	0.4375	0.2075	0.000402190189921837	gene	19:5843301:5844478
Neurod2	0	0.2225	-0.2225	0.00405648570882678	TSS	11:98328645:98330645
Nfe2l1	0.01	0.21	-0.2	0.00287456026246562	TSS	11:96823127:96825127
Nfkbid	0.1675	0.3925	-0.225	0.00247971339296058	TSS	7:30422303:30424303
Ngfr	0.28	0.0975000000000001	0.1825	2.27885716801258e-05	gene	11:95569820:95586698
Nhlh1	0.5175	0.7075	-0.19	0.0074986906740753	gene	1:172053291:172056596
Nhsl2	0.9525	0.7775	0.175	0.00665340712652416	gene	20:101850384:102091055
Nicn1	0.605	0.4	0.205	0.0138774910221306	TES	9:108295496:108297496
Nisch	0.7175	0.5375	0.18	0.00753400158128427	TES	14:31169927:31171927
Nkd1	0.04	0.2525	-0.2125	0.00475021940572189	TSS	8:88520343:88522343
Nkx1 2	0.0924999999999998	0.29	-0.1975	0.0149682300635026	gene	7:132597238:132598637
Nkx2 2os	0.0774999999999999	0.29	-0.2125	5.65353797361371e-05	TSS	2:147183082:147185082
Nlrp5 ps	0.1775	0	0.1775	1.64387723469968e-13	TSS	7:14621478:14623478
Nlrx1	0.0125	0.27	-0.2575	0.00595071729756296	TSS	9:44267599:44269599
Nol4l	0.7475	0.5125	0.235	0.00634848406455431	gene	2:153408460:153443479
Npr2	0.4475	0.6875	-0.24	0.00422102579838459	TSS	4:43630934:43632934
Nptxr	0.635	0.475	0.16	6.17710613941511e-11	gene	15:79787350:79803709
Nr2f1	0.7475	0.4575	0.29	0.000193407645878916	TES	13:78187972:78189972
Nr2f2	0.49	0.295	0.195	0.000436960940291682	gene	7:70352949:70359593
Nrde2	0.8425	0.68	0.1625	0.000122797970868591	TES	12:100124449:100126449
Nrk	0.2075	0.4525	-0.245	0.00406854195374378	TSS	20:138913429:138915429
Nrtn	0.43	0.2175	0.2125	5.57787491887788e-07	TES	17:56750324:56752324
Nsd1	0.3475	0.54	-0.1925	0.00114218406049472	TSS	13:55208781:55210781
Nsg2	0.55	0.3475	0.2025	0.00157476951545735	gene	11:32002276:32058211
Nxf3	1	0.805	0.195	0.00502587170548422	TSS	20:136084255:136086255
Nxpe2	0	0.8875	-0.8875	1.3278739073085e-05	TES	9:48317003:48319003
Nyap1	0.26	0.48	-0.22	2.99262078042802e-07	TSS	5:137738998:137740998
Olfm1	0.6725	0.4925	0.18	1.50564155176706e-08	gene	2:28206688:28229736
Otop2	0.5025	0.3	0.2025	1.04159741597057e-09	gene	11:115308162:115331303
P2ry12	0.635	0.4025	0.2325	0.00243845598128824	TSS	3:59261831:59263831
Pakap	0.4	0.6175	-0.2175	0.00565677797761858	TSS	4:57567247:57569247
Pan3	0.64	0.4325	0.2075	0.0167083535915132	gene	5:147431579:147547501
Parn	0.7625	0.565	0.1975	0.00304987320285987	TES	16:13536963:13538963
Pcdh1	0.845	0.625	0.22	0.00344419647576113	TES	18:38195693:38197693
Pcdh8	0.695	0.4825	0.2125	0.000886448012889508	TES	14:79765771:79767771
Pcdha6	0.58	0.4025	0.1775	0.00167358555857216	TSS	18:36966755:36968755
Pcdha6 g	0.57	0.3925	0.1775	0.0014838842145245	TSS	18:36966630:36968630
Pcdhb14	0.7675	0.5775	0.19	5.75381914000531e-06	gene	18:37448656:37450094
Pcdhb17	0.6	0.4175	0.1825	0.012370612401274	TES	18:37487290:37489290
Pcdhga10	0.56	0.4	0.16	6.55915255295452e-23	gene	18:37748187:37840870
Pcdhga8	0.5425	0.39	0.1525	4.69240679756647e-41	gene	18:37726705:37840872
Pcdhgb4	0.48	0.3025	0.1775	0.00566125649498684	TSS	18:37719553:37721553
Pcdhgb7	0.5675	0.4025	0.165	4.06951444192929e-20	gene	18:37752778:37840870
Pcyt1b	1	0.8175	0.1825	0.00607993102298474	gene	20:93655862:93748948
Pdzd3	0.6325	0.375	0.2575	0.000371323903890679	gene	9:44248311:44250464
Per2	0.85	0.675	0.175	0.0150126760610101	TES	1:91414981:91416981
Pex5l	0.825	0.6375	0.1875	0.00315273074702298	gene	3:32950633:32984079
Phex	0.705	0.47	0.235	0.00386148877783131	TSS	20:157414286:157416286
Phyhipl	0.8275	0.6025	0.225	0.0112869673631272	gene	10:70558685:70591812
Pik3cg	0.7325	0.52	0.2125	0.000635897928664449	TSS	12:32207338:32209338
Pik3r5	0.315	0.5525	-0.2375	0.00544343742848299	TSS	11:68431124:68433124
Pja1	0.57	0.34	0.23	0.000647233494750759	gene	20:99466733:99469735
Pklr	0.8775	0.7125	0.165	0.00218016344032174	TSS	3:89135141:89137141
Pkn1	0.0325	0.2725	-0.24	3.55500311438827e-05	TSS	8:83698179:83700179
Pla2g16	0.845	0.6575	0.1875	0.000401510689901705	gene	19:7558458:7587545
Pla2g2c	0.3475	0.1325	0.215	8.77221658025653e-05	TSS	4:138724324:138726324
Pldi	0.745	0.5675	0.1775	0.000448254060040954	gene	10:60929225:60937132
Plekhg6	0.465	0.21	0.255	0.00209160562926999	gene	6:125363650:125379504
Plet1	0.8825	0.6425	0.24	3.78835922190227e-16	gene	9:50495524:50504639
Plet1os	0.9025	0.6925	0.21	9.86153466262553e-13	gene	9:50489798:50503805
Plin4	0.585	0.4025	0.1825	0.0059313786068319	TSS	17:56108802:56110802
Plrg1	0.3225	0.55	-0.2275	0.00626942863663395	TSS	3:83054537:83056537
Pnkd	0.4675	0.2025	0.265	3.8447908844454e-06	gene	1:74286033:74352692
Pnkp	0.6525	0.465	0.1875	0.00610514245807774	gene	7:44858145:44861929
Pnoc	0.6	0.365	0.235	3.62405905521817e-08	gene	14:65401672:65424472
Pnpla5	0.625	0.84	-0.215	0.00331222244581878	TES	15:84111620:84113620
Pold3	0.77	0.58	0.19	7.93387298826932e-05	TES	7:100081112:100083112
Pop5	0.6625	0.455	0.2075	5.62858823515125e-05	TES	5:115239970:115241970
Ppm1e	0.77	0.5225	0.2475	0.000105645732718454	TES	11:87225905:87227905
Ppp1r3fos	0.3425	0.6	-0.2575	0.00168732627853908	TSS	20:7572599:7574599
Ppp2r1b	0.4475	0.7925	-0.345	0.0146009449758678	TES	9:50893229:50895229
Prdm2	0.695	0.495	0.2	0.00120100863202153	TES	4:143126468:143128468
Prg4	0.815	0.6375	0.1775	0.000122655441098915	TSS	1:150465165:150467165
Prrg2	0.87	0.71	0.16	0.00915167227449647	gene	7:45054606:45060652
Prss36	0.715	0.935	-0.22	0.00750366550961733	TSS	7:127945725:127947725
Prss46	0.8975	0.725	0.1725	0.00210966038655888	TES	9:110855522:110857522
Prss54	0.82	0.67	0.15	7.990116086763e-05	gene	8:95560291:95574197
Ptch2	0	0.195	-0.195	0.00196497766542304	TSS	4:117095355:117097355
Ptgds	0.81	0.5775	0.2325	0.0110529276263787	gene	2:25467711:25468749
Pura	0.2475	0.4625	-0.215	3.56564045842948e-06	gene	18:36282161:36287244
Pvrl1	0.7675	0.575	0.1925	9.98732166807263e-07	gene	9:43745575:43806461
Rab10os	0.0550000000000002	0.27	-0.215	2.17629637494309e-17	TSS	12:3234790:3236790
Rab27a	0.67	0.335	0.335	0.0034881861664917	TSS	9:73063147:73065147
Rab2a	0.8875	0.7025	0.185	0.000848838225263784	gene	4:8536643:8606702
Rabggtb	0.3125	0.545	-0.2325	0.00359861237857807	TSS	3:153909967:153911967
Rai2	0.7	0.9175	-0.2175	0.000775162535591475	TES	20:161778494:161780494
Ralgds	0.69	0.51	0.18	1.64232921966078e-08	gene	2:28514166:28552082
Rapgef4	0.2525	0.46	-0.2075	0.00272354427847383	TSS	2:71980214:71982214
Rara	0.62	0.3925	0.2275	0.00433274406159664	TSS	11:98938710:98940710
Rasip1	0.3525	0.165	0.1875	0.000657837138231109	TES	7:45638092:45640092
Rassf2	0.7125	0.515	0.1975	0.0128544915379908	TES	2:131991849:131993849
Rbmx2	1	0.8125	0.1875	0.00135060806482033	TES	20:48709719:48711719
Rbp2	0.475	0.835	-0.36	0.000928929881163397	TSS	9:98489536:98491536
Rbpj	0.83	0.625	0.205	0.00147540470484614	gene	5:53591345:53656445
Rcn3	0.0274999999999999	0.21	-0.1825	0.00301483116738735	TSS	7:45091213:45093213
Rdx	0	0.17	-0.17	1.07681241395402e-05	TSS	9:52046940:52048940
Rell2	1	0.795	0.205	0.00369385821377052	TES	18:37958179:37960179
Rem2	0.36	0.17	0.19	0.00658272347599672	TES	14:54479434:54481434
Reps2	0.92	0.69	0.23	0.00454308682137738	gene	20:162412951:162642658
Resp18	0.8625	0.675	0.1875	0.00777422184212062	TES	1:75271201:75273201
Rfpl3s	0.5575	0.905	-0.3475	1.07158894141254e-06	TSS	9:55979932:55981932
Rfx6	0.815	0.66	0.155	0.0121634103275537	gene	10:51686517:51729429
Rgag4	0.3725	0.7375	-0.365	5.49073938414159e-05	TES	20:102065541:102067541
Rhbdf2	0.1825	0.3675	-0.185	0.0021092346324231	TSS	11:116623252:116625252
Rian	0.605	0.4275	0.1775	2.95507701357612e-10	gene	12:109604944:109660711
Rictor	0.6775	0.4875	0.19	9.38884865794398e-05	gene	15:6709380:6799400
Rin3	0.8	0.61	0.19	0.00124426735636564	gene	12:102284073:102389854
Rmst	0.85	0.6475	0.2025	0.00914406205112215	gene	10:92082745:92164178
Rnf112	0.515	0.27	0.245	0.000942580431724298	TES	11:61447416:61449416
Rnf207	0.46	0.665	-0.205	0.000204812779315239	gene	4:152308022:152317625
Rpl35a	0.6925	0.8775	-0.185	0.00497918598879883	gene	16:33057452:33059188
Rpn2	0.8825	0.71	0.1725	0.0204984834387397	TES	2:157325318:157327318
Rprd1a	0.4025	0.62	-0.2175	0.00689731885758474	TSS	18:24529204:24531204
Rps25	0.67	0.86	-0.19	0.000250261468276067	gene	9:44408713:44409406
Rps4x	0.31	0.5525	-0.2425	0.00246420660401591	TES	20:102183942:102185942
Rps6ka2	0	0.2025	-0.2025	0.0012275841885769	TSS	17:7169114:7171114
Rs1	0.87	0.575	0.295	0.00291702057896392	gene	20:160769012:160798663
Rtbdn	0.39	0.1625	0.2275	0.0185309987261434	gene	8:84947990:84955603
Runx2	0.4475	0.635	-0.1875	0.0130121570530028	TSS	17:44813797:44815797
Rusc1	0.2175	0.4675	-0.25	2.0641961779174e-05	gene	3:89084978:89092363
S100b	0.635	0.445	0.19	0.00716086396789905	TSS	10:76252835:76254835
S1pr4	0.62	0.805	-0.185	0.0108593490560693	TES	10:81496744:81498744
Sc5d	0.88	0.6475	0.2325	0.000760270897163608	TES	9:42253176:42255176
Scarletltr	0.28	0.5525	-0.2725	0.00229213551183618	gene	9:64081760:64087045
Scml4	0.64	0.405	0.235	0.00108449963544856	gene	10:42861511:42959782
Scn2b	0.3375	0.675	-0.3375	0.000893518057415987	TES	9:45129070:45131070
Scn5a	0.7125	0.4825	0.23	3.29829620983442e-05	TES	9:119482407:119484407
Scn9a	0.02	0.2	-0.18	0.00821430921643585	TSS	2:66633962:66635962
Scnn1a	0.65	0.4525	0.1975	0.00474371506105029	TES	6:125343942:125345942
Scrn3	0.8575	0.6975	0.16	0.00974938685490845	TES	2:73336807:73338807
Scube2	0.73	0.5125	0.2175	0.0030246040281731	TES	7:109797690:109799690
Scyl3	0.00499999999999989	0.215	-0.21	0.00145969079708528	TSS	1:163928764:163930764
Sec14l5	0.82	0.635	0.185	0.0029683740716315	TES	16:5182934:5184934
Selenbp1	0.43	0.2225	0.2075	0.000514197713526905	TSS	3:94932082:94934082
Sema4a	0.3575	0.6025	-0.245	0.00268801039658636	TSS	3:88460182:88462182
Sema6b	0.5525	0.385	0.1675	1.79937325208485e-05	gene	17:56124084:56139343
Sema7a	0.7925	0.5975	0.195	0.000300528388391376	TES	9:57961865:57963865
Sept1	0.5175	0.3275	0.19	0.00183650459757276	TES	7:127213441:127215441
Serp2	0.5525	0.3475	0.205	0.00592750242881688	TES	14:76531811:76533811
Serpinh1	0.4575	0.24	0.2175	0.0016479828164933	TSS	7:99352239:99354239
Sfmbt1	0.9925	0.795	0.1975	0.0157173495541231	gene	14:30716166:30821721
Sgk1	0.61	0.395	0.215	6.04350629382354e-09	gene	10:21995665:21998902
Sh3kbp1	1	0.8075	0.1925	0.000586427934248108	gene	20:159943692:159974920
Shank2	0.845	0.67	0.175	0.00451546825498691	gene	7:144176519:144421675
Shisa7	0.89	0.6825	0.2075	0.00359183054335481	TES	7:4824551:4826551
Six3	0.0325	0.2125	-0.18	4.24024457862941e-08	gene	17:85621833:85625191
Slc12a5	0.4875	0.3175	0.17	1.69318509101334e-10	gene	2:164968987:164998731
Slc15a5	0.41	0.655	-0.245	0.00840144418769503	TES	6:137982589:137984589
Slc22a13	0.6525	0.8525	-0.2	0.0159173253896443	TES	9:119191977:119193977
Slc25a47	0.8075	0.5725	0.235	0.0129350774870126	TSS	12:108850128:108852128
Slc25a53	0	0.185	-0.185	1.38715839367739e-08	TSS	20:136992032:136994032
Slc30a2	0.0974999999999999	0.315	-0.2175	0.00398348064247458	TSS	4:134342045:134344045
Slc39a9	0.9575	0.7725	0.185	0.00231423600183926	gene	12:80645214:80682342
Slc5a1	0.1775	0.3725	-0.195	0.00040970717736101	TSS	5:33103218:33105218
Slc5a5	0.3025	0.13	0.1725	5.21763222280167e-06	TSS	8:70891757:70893757
Slc8b1	0.6	0.42	0.18	0.000628877773234654	TES	5:120533024:120535024
Slc9a3	0.165	0.37	-0.205	0.00423538377466259	TSS	13:74120514:74122514
Slk	0.545	0.3425	0.2025	0.0156737379352081	TES	19:47644246:47646246
Smarcd2	0.61	0.4225	0.1875	0.00689582881604819	TSS	11:106266632:106268632
Smc3	0.6025	0.34	0.2625	0.00841621447219527	gene	19:53601395:53644831
Smg6	0.4025	0.1725	0.23	8.23416479565635e-05	TES	11:75163448:75165448
Smpd1	0.285	0.515	-0.23	0.00191559892358168	TSS	7:105553359:105555359
Smtnl1	0.49	0.2625	0.2275	0.00686293666036112	TES	2:84810175:84812175
Smug1	0.7825	0.57	0.2125	6.90664238194062e-05	gene	15:103154289:103162284
Snai1	0.7275	0.5325	0.195	0.00813359273218305	gene	2:167539226:167541811
Snx11	0.5875	0.4175	0.17	0.00255048883120797	TES	11:96766548:96768548
Sowaha	0	0.17	-0.17	4.15827656756966e-05	TSS	11:53479195:53481195
Sox30	0.35	0.5725	-0.2225	0.00205680298661948	TSS	11:45979309:45981309
Sox7	0.8475	0.6875	0.16	5.99727417587974e-07	gene	14:63944705:63949732
Sox8	0	0.17	-0.17	5.82095487169928e-07	TSS	17:25569686:25571686
Sp7	0.44	0.18	0.26	0.00487541789345229	gene	15:102358176:102365271
Sphk2	0.75	0.5425	0.2075	0.0115834719928381	gene	7:45710462:45717002
Spred1	0.825	0.64	0.185	0.00367755156422975	gene	2:117122070:117171853
Spsb3	0.7125	0.5325	0.18	0.00142074256173746	TES	17:24891147:24893147
Srebf1	0.465	0.2075	0.2575	0.000378078420910622	TES	11:60198088:60200088
Srebf2	0.6125	0.415	0.1975	0.0101129854210593	TES	15:82203960:82205960
Srf	0.4425	0.6825	-0.24	9.36784043043175e-06	gene	17:46547838:46555162
Srpx	0.345	0.61	-0.265	0.00209571545395877	TSS	20:10116661:10118661
Srrm3	0.66	0.4925	0.1675	1.07415261993933e-06	gene	5:135819105:135873772
Ssbp3	0.8375	0.6125	0.225	0.00214432347944649	TES	4:107048694:107050694
St6galnac3	0.595	0.83	-0.235	3.66105218663763e-05	TES	3:153201508:153203508
St6galnac6	0.6225	0.4025	0.22	0.0171256238998429	TES	2:32619809:32621809
Stab1	0.645	0.465	0.18	0.000258016972037051	TSS	14:31167641:31169641
Stac	0.0125	0.2325	-0.22	0.00161351459735377	TSS	9:111689216:111691216
Stap2	0.475	0.275	0.2	0.00500954469935617	gene	17:55998075:56004606
Stard3nl	0.855	0.6825	0.1725	0.00646046063026572	TES	13:19356675:19358675
Stard7	0.83	0.6525	0.1775	0.00372244803953919	gene	2:127271228:127297934
Stau1	0.79	0.9875	-0.1975	0.00886748652935961	TES	2:166946548:166948548
Stk11	0.7725	0.5775	0.195	0.00132056392611266	TES	10:80129685:80131685
Stra6	0.67	0.4975	0.1725	0.000343125096930922	TSS	9:58128348:58130348
Stx1b	0.01	0.29	-0.28	0.00230867973728	TSS	7:127823531:127825531
Sugp2	0	0.19	-0.19	0.00593266673633997	TSS	8:70233225:70235225
Sulf2	0	0.1675	-0.1675	0.000114558765410037	TSS	2:166154285:166156285
Supt6	0.8425	0.635	0.2075	0.0110409830843364	TES	11:78205748:78207748
Tac4	0.7725	0.565	0.2075	0.00315092654637915	gene	11:95262528:95268261
Tacr2	0.8425	0.6725	0.17	0.00222600469549502	TES	10:62264990:62266990
